track_name,model_name,n_total,spearman_uncertainty_abs_error,low_uncertainty_n,low_uncertainty_mean_abs_error,high_uncertainty_n,high_uncertainty_mean_abs_error,high_minus_low_abs_error
extra_test_inregime_predictions_v0,T05_uncertainty_ensemble_proxy,20000,0.2336061134090152,4000,6.759420764941599,4000,7.65439115583769,0.8949703908960913
extra_test_maude_shift_predictions_v0,T05_uncertainty_ensemble_proxy,20000,0.3751285046398727,4000,7.040369875089296,4000,9.024627963597862,1.9842580885085652
GSE221384_context_track,T05_uncertainty_ensemble_proxy,37500,0.0658773011455593,7500,1.244734585262911,7500,1.4429863660827318,0.1982517808198207
PARM_GSE301246_held_out_context_track,T05_uncertainty_ensemble_proxy,1500,0.3007121692825399,300,15.326513971123097,300,55.4331610799095,40.1066471087864
PARM_GSE301246_held_out_context_track_2,T05_uncertainty_ensemble_proxy,37500,0.4034125657645256,7500,54.7485443441166,7500,176.07668011152816,121.32813576741157
PARM_GSE301246_held_out_context_track_TaskB,T05_uncertainty_ensemble_proxy,133,-0.0316615827220697,27,0.5994258002212338,27,0.5698568919920782,-0.0295689082291555
Random_Promoter_DREAM_base_track_5,T05_uncertainty_ensemble_proxy,14221,0.2385365843202883,2845,0.2221200301343326,2845,0.4140152070507493,0.1918951769164166
