track_name,analysis_level,model_id,r2,rmse,mae,n_test,source_table,claim_level,source_role,interpretation_note,display_level
Random_Promoter_DREAM_base_track_2,02_GC_length_plus_6mer,M02_GC_length_char6,0.5852230090685919,0.4837205320324627,0.3757532992445817,14221.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,Closest available table is GC/length + 6-mer; a pure 6-mer-only row was not identified.,02_GC_length_plus_6mer
Random_Promoter_DREAM_base_track_2,03_grammar_ladder_candidate,M03_GC_length_multi_char6,0.6147079453964217,0.4662106821473173,0.3567364341204999,14221.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,03_grammar_ladder_best
Random_Promoter_DREAM_base_track_2,03_grammar_ladder_candidate,M04_GC_length_windowed_char6,0.5139458201381348,0.5236360458264755,0.4087527313059335,14221.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,03_grammar_ladder_best
Random_Promoter_DREAM_base_track_2,03_grammar_ladder_candidate,M05_GC_length_windowed_multi_char6,0.474566004176618,0.5444353020263658,0.4223423051988878,14221.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,03_grammar_ladder_best
Random_Promoter_DREAM_base_track_2,03_grammar_ladder_candidate,M06_GC_length_condition_gated_char6,0.585228196066853,0.4837175074367671,0.3757482244075532,14221.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,03_grammar_ladder_best
Random_Promoter_DREAM_base_track_2,03_grammar_ladder_candidate,M07_GC_length_condition_gated_multi_char6,0.6146713505671948,0.4662328218397969,0.35675138107311,14221.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,03_grammar_ladder_best
Random_Promoter_DREAM_base_track_2,03_grammar_ladder_candidate,M08_dynamic_condition_weighted_char6,0.5107013401907929,0.5253808111225383,0.4152575241749359,14221.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,03_grammar_ladder_best
Random_Promoter_DREAM_base_track_2,03_grammar_ladder_candidate,M09_dynamic_condition_weighted_multi_char6,0.546368512484507,0.5058698425231405,0.3919523385673792,14221.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,03_grammar_ladder_best
Random_Promoter_DREAM_base_track_2,04_grammar_plus_P01_P05_candidate,T01_mutational_prior_proxy,0.0777506201072139,0.7212924386926725,0.6005788197321092,14221.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,04_grammar_plus_P01_P05_best
Random_Promoter_DREAM_base_track_2,04_grammar_plus_P01_P05_candidate,T02_selection_potential_proxy,0.585108519777675,0.4837872871813909,0.3758050013209085,14221.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,04_grammar_plus_P01_P05_best
Random_Promoter_DREAM_base_track_2,04_grammar_plus_P01_P05_candidate,T03_latent_state_operator_proxy,0.273496534615084,0.64018580274329,0.5191171997009916,14221.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,04_grammar_plus_P01_P05_best
Random_Promoter_DREAM_base_track_2,04_grammar_plus_P01_P05_candidate,T04_observable_alignment_proxy,0.6491104448680286,0.4449102527550926,0.337080594241646,14221.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,04_grammar_plus_P01_P05_best
Random_Promoter_DREAM_base_track_2,04_grammar_plus_P01_P05_candidate,T05_uncertainty_ensemble_proxy,0.6487843460968599,0.4451169431391017,0.3373048735673999,14221.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,04_grammar_plus_P01_P05_best
Random_Promoter_DREAM_base_track_3,01_GC_length_only,M01_GC_length,0.119169339176409,2.22159524685882,1.7581471875970516,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,01_GC_length_only
Random_Promoter_DREAM_base_track_3,02_GC_length_plus_6mer,M02_GC_length_char6,0.2730127410981144,2.018283294538727,1.5701297696129866,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,Closest available table is GC/length + 6-mer; a pure 6-mer-only row was not identified.,02_GC_length_plus_6mer
Random_Promoter_DREAM_base_track_3,03_grammar_ladder_candidate,M03_GC_length_multi_char6,0.2761642847673939,2.013903839204759,1.5652815333690406,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,03_grammar_ladder_best
Random_Promoter_DREAM_base_track_3,03_grammar_ladder_candidate,M04_GC_length_windowed_char6,0.2275836697105069,2.080388523251942,1.6248076397021156,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,03_grammar_ladder_best
Random_Promoter_DREAM_base_track_3,03_grammar_ladder_candidate,M05_GC_length_windowed_multi_char6,0.2266843065839905,2.0815993213268387,1.6259572397160136,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,03_grammar_ladder_best
Random_Promoter_DREAM_base_track_3,03_grammar_ladder_candidate,M06_GC_length_condition_gated_char6,0.2730102519020904,2.018286749825178,1.5701279438376248,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,03_grammar_ladder_best
Random_Promoter_DREAM_base_track_3,03_grammar_ladder_candidate,M07_GC_length_condition_gated_multi_char6,0.2761593064549346,2.013910764688764,1.5652828303285249,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,03_grammar_ladder_best
Random_Promoter_DREAM_base_track_3,03_grammar_ladder_candidate,M08_dynamic_condition_weighted_char6,0.222414648639069,2.0873379110851027,1.6328055235689292,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,03_grammar_ladder_best
Random_Promoter_DREAM_base_track_3,03_grammar_ladder_candidate,M09_dynamic_condition_weighted_multi_char6,0.2271795370606298,2.0809326876816563,1.6260252343511714,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,03_grammar_ladder_best
Random_Promoter_DREAM_base_track_3,04_grammar_plus_P01_P05_candidate,T01_mutational_prior_proxy,0.121236304343599,2.218987108175489,1.7543192278306423,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,04_grammar_plus_P01_P05_best
Random_Promoter_DREAM_base_track_3,04_grammar_plus_P01_P05_candidate,T02_selection_potential_proxy,0.2730270418198451,2.0182634434001003,1.5700931782113208,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,04_grammar_plus_P01_P05_best
Random_Promoter_DREAM_base_track_3,04_grammar_plus_P01_P05_candidate,T03_latent_state_operator_proxy,0.2040454523350813,2.1118489885199194,1.6555714882690362,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,04_grammar_plus_P01_P05_best
Random_Promoter_DREAM_base_track_3,04_grammar_plus_P01_P05_candidate,T04_observable_alignment_proxy,0.2813359087852787,2.006696524468721,1.5577256799271724,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,04_grammar_plus_P01_P05_best
